NAME,DESC,VALUE
AVMLANGUAGEPACK,THAI,22
AVMLANGUAGEPACK,GREEK,23
AVMLANGUAGEPACK,VIETNAMESE,24
AVMVW,TOPVIEW,0
AVMVW,REAR_WIDE,1
AVMVW,TOP_PLUS_RIGHT,2
AVMVW,REAR_PLUS_CORNER,3
AVMVW,3D,4
AVMVW,BOOM_OPTION,5
AVMVW,NOT_AVAILABLE,15
AVMOUTTYPE,NOT_USED,0
AVMOUTTYPE,AVM_OUTPUT_TYPE_NTSC,1
AVMOUTTYPE,AVM_OUTPUT_TYPE_LVDS,2
AVMOUTTYPE,ERROR,6
AVMOUTTYPE,INVALID,7
AVMDISPLAYMSG,NOT_USED,0
AVMDISPLAYMSG,NO_MESSAGE,1
AVMDISPLAYMSG,INCAMERACALIBARION_MODE,2
AVMDISPLAYMSG,WARNING_CHECK_FRONT_RIGHT_LEFT,62
AVMDISPLAYMSG,WARNING_CHECK_BACK_RIGHT_LEFT,63
AVMDISPLAYMSG,ERROR,254
AVMDISPLAYMSG,INVALID,255
AVMTONSIZE,NOT_USED,0
AVMTONSIZE,5T_CRAWLER,1
AVMTONSIZE,5T_WHEEL,2
AVMTONSIZE,14T_WHEEL,3
AVMTONSIZE,21T_WHEEL,4
AVMTONSIZE,30T_CRAWLER,5
AVMTONSIZE,ERROR,14
AVMTONSIZE,INVALID,15
AVMULTRABZ,ULTRASONIC_ALL_OFF,0
AVMULTRABZ,LEFT_ACTIVATION,1
AVMULTRABZ,RIGHR_ACTIVATION,2
AVMULTRABZ,REAR_ACTIVATION,3
AVMULTRABZ,LEFT_REAR_ACTIVATION,4
AVMULTRABZ,LEFT_RIGHT_ACTIVATION,5
AVMULTRABZ,RIGHT_REAR_ACTIVATION,6
AVMULTRABZ,LEFT_RIGHT_REAR_ACTIVATION,7
AVMULTRABZ,ERROR,14
AVMULTRABZ,INVALID,15
AVMST,NOT_USED,0
AVMST,AVM_NOT_READY_IGN_OFF,1
AVMST,AVM_NORMAL_IGN_ON,2
AVMST,AVM_FAIL,3
AVMST,ERROR,30
AVMST,INVALID,31
AVMWARNGUD,NOT_USED,0
AVMWARNGUD,AVM_WARNING_GUIDE_LINE_OFF,1
AVMWARNGUD,AVM_WARNING_GUIDE_LINE_ON,2
AVMWARNGUD,ERROR,6
AVMWARNGUD,INVALID,7
ULTSSIG,OFF,0
ULTSSIG,LEVEL_1,1
ULTSSIG,LEVEL_2,2
ULTSSIG,LEVEL_3,3
ULTSSIG,FAULT,4
ULTSSIG,NOISE_ERROR,5
ULTSSIG,ERROR,14
ULTSSIG,INVALID,15
WORKING,NOT_WORKING,0
WORKING,WORKING,1
HTPADST,OFF,0
HTPADST,ON_BOARD_CHARGER,1
CHGST,STANDBY,0
CHGST,CHARGING,1
CHGST,FAILURE,2
CHGST,COMPLETE,3
CHGST,PAUSE,4
CHGST,RESERVED,5
CHGST,CHARGER_ERROR,6
CHGST,NOT_AVAILABLE,7
BMSCHGSOURCETYPE,NONE,0
BMSCHGSOURCETYPE,ON_BOARD_CHARGER,1
BMSCHGSOURCETYPE,QUICK_CHARGER,2
BMSCHGSOURCETYPE,NOT_AVAILABLE,3
SCRTYCMD,NORMAL,0
SCRTYCMD,RPM_LIMIT,1
SCRTYCMD,ENGINE_LOCK,2
SCRTYCMD,NOT_AVAILABLE,3
GPSANTST,NORMAL,0
GPSANTST,REMOVED,1
GPSANTST,SHORTEN,2
GPSANTST,NOT_AVAILABLE,3
KEYTYPE,NONE,0
KEYTYPE,FOB,1
KEYTYPE,DIGITAL_KEY,2
KEYTYPE,KEYLESS,3
KEYTYPE,REMOTE,4
TYPE,2G,0
TYPE,3G,1
TYPE,4G,2
TYPE,5G,3
TYPE,NOT_AVAILABLE,7
OFFWARN,OFF,0
OFFWARN,WARNING_LEVEL1,1
OFFWARN,WARNING_LEVEL2,2
FOBCERT,NONE,0
FOBCERT,SUCCESS,1
FOBCERT,FAIL,2
FOBCERT,LOCK,3
FOBDTTREQ,DEFAULT,0
FOBDTTREQ,NOT_AVAILABLE,1
FOBDTTREQ,NOT_AVAILABLE1,2
FOBDTTREQ,REQUEST,3
FOBIDREQ,NOT_REQUEST,0
FOBIDREQ,REQ_TO_SEND_REGISTERED_FOB_ID,1
FOBIDREQ,NOT_REQUEST1,2
FOBIDREQ,NOT_REQUEST2,3
DOORLCKSTCHANGE,NONE,0
DOORLCKSTCHANGE,CLOSE,1
DOORLCKSTCHANGE,OPEN,2
DOORLCKSTCHANGE,NOT_AVAILABLE,3
NONEONOFFFAIL,NONE,0
NONEONOFFFAIL,HVAC_ON,1
NONEONOFFFAIL,HVAC_OFF,2
NONEONOFFFAIL,FAIL,3
ONOFFFAIL,NONE,0
ONOFFFAIL,ON,1
ONOFFFAIL,OFF,2
ONOFFFAIL,FAIL,3
RLSFAIL,NONE,0
RLSFAIL,RELEASE,1
RLSFAIL,RELEASE_OFF,2
RLSFAIL,FAIL,3
HORN5S,NO_ACTION,0
HORN5S,HORN_ON,1
HORN5S,NO_ACTION1,2
HORN5S,FAIL,3
EGSTARTHOLDINGTM,5MIN_DEFAULT,0
EGSTARTHOLDINGTM,10MIN,1
EGSTARTHOLDINGTM,15MIN,2
EGSTARTHOLDINGTM,20MIN,3
EGSTARTHOLDINGTM,25MIN,4
EGSTARTHOLDINGTM,30MIN,5
EGSTARTHOLDINGTM,NOT_AVAILABLE,6
EGSTARTHOLDINGTM,NONE,7
RMRUNST,NORMAL_STATUS,0
RMRUNST,REMOTE_START,1
ACKNACK,NOT_ACTIVE,0
ACKNACK,ACK,1
ACKNACK,NACK,2
RESULTOFCRANK,NONE_TRY,0
RESULTOFCRANK,SUCCESS,1
RESULTOFCRANK,OPEN_MTDOOR,2
RESULTOFCRANK,OPEN_CABDOOR,3
RESULTOFCRANK,NO_PARK,4
RESULTOFCRANK,NO_NEUTRAL,5
RESULTOFCRANK,NO_CUTOFF,6
RESULTOFCRANK,UNKNOWN_FAIL,7
POSNEGA,POSITIVE,0
POSNEGA,NEGATIVE,1
INVLT,ERROR,14
INVLT,NOT_AVAILABLE,15
BZZCTRLCMD,BUZZER_OFF,0
BZZCTRLCMD,BUZZER_ON_STATE1,1
BZZCTRLCMD,BUZZER_ON_STATE2,2
BZZCTRLCMD,BUZZER_ON_STATE3,3
VHCSTTRACTIONLV,A_3,0
VHCSTTRACTIONLV,B_2,1
VHCSTTRACTIONLV,C_1,2
VHCSTTRACTIONLV,NOT_DEFINED,3
QCKCOOLST,BEFORE_PROCEEDING,0
QCKCOOLST,PROCEEDING,1
QCKCOOLST,NOT_POSSIBLE_TO_PROCEED,2
WGHCONFIRMWARNMSG,OFF,0
WGHCONFIRMWARNMSG,SWING_SPEED_TOO_FAST,1
WGHCONFIRMWARNMSG,BOOM_TOO_HIGH,2
WGHCONFIRMWARNMSG,BOOM_TOO_LOW,3
WGHCONFIRMWARNMSG,ARM_TOO_NEAR,4
WGHCONFIRMWARNMSG,ARM_TOO_FAR,5
WGHCONFIRMWARNMSG,POOR_LIFT,6
WHLTYPESTRMD,OFF,0
WHLTYPESTRMD,2WHEEL_MODE,1
WHLTYPESTRMD,4WHEEL_MODE_ROUND,2
WHLTYPESTRMD,4WHEEL_MODE_CRAB,3
CURMAXSPDMINOR,STEP_0,0
CURMAXSPDMINOR,STEP_1,1
FNRNTRL,OFF,0
FNRNTRL,COMBI_SWITCH_NOT_NEUTRAL,1
FNRNTRL,JOYSTICK_NOT_NEUTRAL,2
FNRNTRL,BOTH_NOT_NEUTRAL,3
WRKTRV,OFF,0
WRKTRV,GREY,1
WRKTRV,GREEN,2
WRKTRV,NOT_DEFINED,3
OFFONGY,OFF,0
OFFONGY,ON,1
OFFONGY,CONDITION_GREEN,2
OFFONGY,CONDITION_YELLOW,3
TRLHHFLOWMD,STANDARD_BLUE,0
TRLHHFLOWMD,XPS_ORANGE,1
TRLHHFLOWMD,XHP_XE_RED,2
STATE7,OFF,0
STATE7,STATE_1,1
STATE7,STATE_2,2
STATE7,STATE_3,3
STATE7,STATE_4,4
STATE7,STATE_5,5
STATE7,STATE_6,6
STATE7,STATE_7,7
STATE3,OFF,0
STATE3,STATE_1,1
STATE3,STATE_2,2
STATE3,STATE_3,3
HPAPMD,OFF,0
HPAPMD,HP,1
HPAPMD,AP,2
HPAPMD,NOT_AVAILABLE,3
RMCRAKINGST,NONE,0
RMCRAKINGST,SUCCESS,1
RMCRAKINGST,FAIL_BY_PARKING_SWITCH,2
RMCRAKINGST,FAIL_BY_NEUTRAL_SWITCH,3
RMCRAKINGST,FAIL_BY_PILOT_CUT_OFF_SWITCH,4
RMCRAKINGST,FAIL_BY_ANOTHER_REASON,5
TRVL,NOT_TRAVELING,0
TRVL,TRAVELING,1
TRVL,RESERVED,2
TRVL,NOT_AVAILABLE,3
WARNPOPMGMCSSERR,NONE,0
WARNPOPMGMCSSERR,SS_ERROR_BODY_BOOM_ARM_BCK_SWG,1
WARNPOPMGMCSSERR,SENSOR_ERROR_TILT,2
WARNPOPMGMCSSERR,SENSOR_ERROR_PILOT_CUTOFF,3
WARNPOPMGMCSSERR,MACHINE_ERROR,4
WARNPOPMGMCSSERR,XCU_COMMUNICATION_ERROR,5
WARNPOPMGMCSSERR,TILT_ROTATOR_ERROR,6
WARNPOPLIMITANGEXCESS,NONE,0
WARNPOPLIMITANGEXCESS,TILTING_IS_NOT_POSSIBLE,1
NONECHECK,NONE,0
NONECHECK,CHECK,1
OPTSETMCHNAMEINIT,INITIAL_STAGE,0
OPTSETMCHNAMEINIT,SET,1
MCHGENR,DL,128
MCHGENR,H,129
MCHGENR,K,130
MCHGENR,S,131
MCHGENR,SD,132
MCHGENR,G,133
MAXGRLMT,3RD_GEAR_LIMIT_4TH_TRANSMISSION,0
MAXGRLMT,3RD_GEAR_LIMIT_5TH_TRANSMISSION,1
MAXGRLMT,4TH_GEAR,2
MAXGRLMT,5TH_GEAR_LOCK_UP,3
MAXGRLMT,CVT,4
REQCD,COMPARE_VHC_TYPE_ID,0
REQCD,REPROGRAMMED_VHC_TYPE_ID,10
REQCD,BLOCK_HANDLER,3
REQCD,LOG_LOADER,4
RESULTCD,VHC_TYPE_ID_IDENTICAL,0
RESULTCD,VHC_TYPE_ID_DIFFERENT,1
RESULTCD,REQUEST_ID_REPROGRAMMED,10
RESULTCD,REQUEST_ID_NOT_AVAILABLE,11
RESULTCD,TCI_ID_MESSAGE_REQUIRED,20
ECOGUDCTRL,RECOM_USE_OF_THE_LIS_FEATURE,1
ECOGUDCTRL,RECOM_USE_1_4_AUTO,2
ECOGUDCTRL,PREVENTION_OF_IDLE_STATE,4
ECOGUDCTRL,RECOM_USE_OF_LOCK_UP,8
ECOGUDCTRL,RECOM_LOWERING_THE_ENGINE_MODE,16
ECOGUDCTRL,RECOM_USE_OF_THE_ICCO_FEATURE,32
AUTOST,INITIALIZED,0
AUTOST,DISARMED,1
AUTOST,ARM_REQUESTED,2
AUTOST,DEACTIVATION,3
AUTOST,ACTIVATION,4
INTERLCKST,NO_LOCKOUT,0
INTERLCKST,TIMEOUT,1
INTERLCKST,MACHINE_SAFETY,2
FUNCFAULT,NO_FAULT,0
FUNCFAULT,COMMUNICATION_TIMEOUT,1
FUNCFAULT,RESERVED,2
FUNCFAULT,MACHINE_FAULT,4
LOCK,NORMAL,0
LOCK,RPM_LIMIT,1
LOCK,ENGINE_LOCK,2
LOCK,NOT_AVAILABLE,3
NORRMV,NORMAL,0
NORRMV,REMOVAL,1
NORRMV,SHORTED,2
OUTTAKEINTAKEMDSEL,OUTTAKE_MODE,0
OUTTAKEINTAKEMDSEL,INTAKE_MODE,1
OUTTAKEINTAKEMDSEL,NOT_AVAILABLE,2
OUTTAKEINTAKEMDSEL,RESERVED,3
OFFER,OFF,0
OFFER,ERROR,255
OFFONACTIVE,OFF,0
OFFONACTIVE,ON,1
OFFONACTIVE,ACTIVE,2
OFFONACTIVE,RESERVED,3
READY,NOT_READY,0
READY,READY,1
ARMREACHIND,NEAR,0
ARMREACHIND,MID,1
ARMREACHIND,FAR,2
ARMREACHIND,RESERVED,3
REACH,NOT_REACH,0
REACH,REACH,1
DISARMNOR,DISARMED,0
DISARMNOR,NORMAL,1
DISARMNOR,SERVICE,2
DISARMNOR,NOT_DEFINED,3
INTERLOCKREQ,NO_LOCKOUT_PRESENT_AUTO_ALLOWED,0
INTERLOCKREQ,TIME_OUT,1
INTERLOCKREQ,MACHINE_SAFETY,2
ACCEPT,NOT_ACCEPTED,0
ACCEPT,ACCEPTED,1
SELMDHEARTBEAT,INITIALIZED,0
SELMDHEARTBEAT,DISARMED,1
SELMDHEARTBEAT,ARM_REQUESTED,2
SELMDHEARTBEAT,DEACTIVATION,3
SELMDHEARTBEAT,ACTIVATED,4
AMBLMPCOLORMD,USER_SETTING_COLOR,0
AMBLMPCOLORMD,POWER_MODE_COLOR,1
PWRMDSEL,POWERPLUS,0
PWRMDSEL,POWER,1
PWRMDSEL,STANDARD,2
PWRMDSEL,ECO,3
WRKMDSEL,DIG,0
WRKMDSEL,LIFT,1
WRKMDSEL,1WAY,2
WRKMDSEL,2WAY,3
DIALSTEP,STEP_1,0
DIALSTEP,STEP_2,1
DIALSTEP,STEP_3,2
DIALSTEP,STEP_4,3
DIALSTEP,STEP_5,4
DIALSTEP,STEP_6,5
DIALSTEP,STEP_7,6
DIALSTEP,STEP_8,7
DIALSTEP,STEP_9,8
DIALSTEP,STEP_10,9
DIALSTEP,STEP_11,10
DIALSTEP,STEP_12,11
DIALSTEP,STEP_13,12
OBJINZONE,NO_OBJECT_IN_ZONE,0
OBJINZONE,LEVEL_C,1
OBJINZONE,LEVEL_B,2
OBJINZONE,LEVEL_A,3
OBJINZONE,NOT_AVAILABLE,7
CONNECTED,NONE,0
CONNECTED,NETWORK_CONNECTED,1
CONNECTED,CLOUD_CONNECTED,2
CONNECTED,NOT_AVAILABLE,3
PROVISIONED,NONE,0
PROVISIONED,NETWORK_PROVISIONED,1
PROVISIONED,THING_PROVISIONED,2
ACTIVENW,NONE,0
ACTIVENW,CELL,1
ACTIVENW,WIFI,2
ACTIVENW,ERROR,3
CELLTYPE,2G,0
CELLTYPE,3G,1
CELLTYPE,4G,2
CELLTYPE,5G,3
CELLTYPE,NOT_AVAILABLE,7
CELLANTTYPE,NONE,0
CELLANTTYPE,INTERNAL,1
CELLANTTYPE,EXTERNAL,2
CELLANTTYPE,NOT_AVAILABLE,3
GSMTYPE,GPRS,0
GSMTYPE,EDGE,1
GSMTYPE,UMTS,3
GSMTYPE,HSDPA,4
GSMTYPE,HSUPA,5
GSMTYPE,HSDPA_HSUPA,6
GSMTYPE,1XRTT,7
GSMTYPE,1XEVDO,8
GSMTYPE,1XEVDO_REVA,9
GSMTYPE,1XEVDO_REVB,10
GSMTYPE,1XEVDV,11
GSMTYPE,3XRTT,12
GSMTYPE,UMB,13
GSMTYPE,LTE,14
GSMTYPE,5G_NSA,15
GSMTYPE,5G_SA,16
ANTST,NORMAL,0
ANTST,ERROR1,1
ANTST,ERROR2,2
ANTST,NOT_AVAILABLE,3
NONEACTIVE,NONE,0
NONEACTIVE,ACTIVE,1
NONEACTIVE,INACTIVE,2
VHCST,BATTERY_DISCONNECT,0
VHCST,KEY_OFF,1
VHCST,KEY_ON,2
VHCST,ACC_ON,3
VHCST,ENGINE_ON,4
VHCST,ERROR,5
STARTUPRSN,RTC,0
STARTUPRSN,KEY,1
STARTUPRSN,EMERGENCY,2
STARTUPRSN,LOW_BATTERY,3
STARTUPRSN,CELL,4
STARTUPRSN,ACCELEROMETER,5
STARTUPRSN,REBOOT_REQUEST,6
TMNST,INIT,0
TMNST,RUNNING,1
TMNST,SLEEP_MACHINE_BATTERY,2
TMNST,SLEEP_TERMINAL_BATTERY,3
TMNST,DEEP_SLEEP,4
TMNST,DEAD_TBAT,5
TMNST,SHUT_DOWN,6
TMNST,MODULE_EXIT,7
TMNST,POWER_OFF,8
TMNST,TESTING,9
TMNST,RESTART,10
TMNST,EXIT,11
VHCVLT,24V,0
VHCVLT,12V,1
TASKST,OK,0
TASKST,OFFLINE,1
TASKST,PACKET_LOSS_FAIL,2
TASKST,GENERAL_FAILURE,3
ERCODE,NONE,0
ERCODE,SENSOR_VALUE_OUT_OF_RANGE,1
ERCODE,UNABLE_TO_PARSE_MESSAGE,2
CMDOPCODE,TRANSFER_FILE,16
CMDOPCODE,OPEN_CAN_TUNNEL,17
CMDOPCODE,REBOOT,18
CMDOPCODE,KWP_REQUEST,19
CMDOPCODE,J1939_REQUEST,20
CMDOPCODE,SECURITY_ACTION,21
CMDOPCODE,REMOTE_GAUGE_ON,22
CMDOPCODE,REQUEST_FILE,23
CMDOPCODE,ADD_GEOFENCE,24
CMDOPCODE,ADD_TIMEFENCE,25
CMDOPCODE,SECURITY_CONFIGURATION,26
CMDOPCODE,DELETE_GEOFENCE,27
CMDOPCODE,DELETE_TIMEFENCE,28
CMDOPCODE,REQUEST_REPORT,29
CMDOPCODE,TURN_ON_REMOTE_TRACKING,30
CMDOPCODE,SET_TIMEZONE,31
CMDOPCODE,TURN_OFF_REMOTE_GAUGE,32
CMDOPCODE,TURN_OFF_REMOTE_TRACKING,33
CMDOPCODE,SET_DEFAULT_VEHICLE_TYPE,35
CMDOPCODE,TEST_PORT_COMMAND,36
CMDOPCODE,TEST_PORT_COMMAND_QUICK_RES,37
CMDOPCODE,BULK_FIRMWARE_DOWNLOAD,38
CMDOPCODE,BULK_CONFIGURATION_DOWNLOAD,39
CMDOPCODE,SBDRANGERESPONSE,40
CMDOPCODE,TESTPORTCOMMANDV4,41
CMDOPCODE,ABORTCOMMAND,42
CMDOPCODE,REQUEST_FILE_VERSION_2,43
CMDOPCODE,SET_TIMEZONE_V2,47
CMDOPCODE,REQUEST_CURRENT_ADT_LOG,160
CMDOPCODE,SECURITY_VERIFICATION_COMMAND,161
CMDOPCODE,J1939_REQUEST_V2,163
CMDOPCODE,SMARTKEY_COMMAND,164
CMDOPCODE,SET_DEFAULT_VEHICLE_TYPE_V2,165
CMDOPCODE,TRANSFER_NETWORK_CONFIGURATION,176
CMDOPCODE,REQUEST_FILE_V3,177
ACKRESULT,SUCCESS,0
ACKRESULT,UNKNOWN_FAILURE,1
ACKRESULT,UNKNOWN_COMMAND,2
ACKRESULT,ENGINE_OFF,3
ACKRESULT,ALREADY_OPEN,4
ACKRESULT,TERMINATED_BY_USER,5
ACKRESULT,FAILED_TO_DOWNLOAD_FILE,6
ACKRESULT,FAILED_TO_UPLOAD_FILE,7
ACKRESULT,PROCESS_INTERRUPTED_BY_A_REBOOT,8
ACKRESULT,MCP_REQUESTED_EXITED,9
ACKRESULT,FAILED_TO_OPEN_FILE,10
ACKRESULT,FAILED_TO_DELETE_FILE,11
ACKRESULT,FAILED_TO_WRITE_FILE,12
ACKRESULT,FAILED_BAD_PARAMETER,13
ACKRESULT,FAILED_ALREADY_ACTIVE,14
ACKRESULT,FAILED_ALREADY_STOPPED,15
ACKRESULT,FAILED_SERVICE_NOT_AVAILABLE,16
ACKRESULT,FAILED_MISSING_DEFINITION,17
ACKRESULT,FAILED_NOT_SUPPORTED,18
ACKRESULT,FAILED_AUTHENTICATION,19
ACKRESULT,FAILED_TO_SEND_PACKET,20
ACKRESULT,FAILED_FILE_NOT_FOUND,21
ACKRESULT,INSUFFICIENT_DISK_SPACE,22
ACKRESULT,FAILED_CURL_TIMEOUT,23
ACKRESULT,FAILED_DOWNLOAD_SIZE_MISMATCH,24
ACKRESULT,FAILED_DOWNLOAD_TIMEOUT,25
ACKRESULT,FAILED_TO_UNZIP,26
ACKRESULT,FAILED_RESULTS_FILE_MISSING,27
ACKRESULT,FAILED_DOWNLOAD_RECOVERY,28
ACKRESULT,MULTIPART_DOWNLOAD_START,29
ACKRESULT,MULTIPART_DOWNLOAD_OK,30
ACKRESULT,MULTIPART_DOWNLOAD_FAIL,31
ACKRESULT,MULTIPART_DOWN_STARTUP_FAILURE,32
ACKRESULT,MULTIPART_DOWNLOAD_ABORTED,33
ACKRESULT,FAILED_CURL_RECV_FAILURE,34
ACKRESULT,BULK_DOWNLOAD_IN_PROCESS,35
ACKRESULT,FAILED_BULK_DOWNLOAD,36
ACKRESULT,ABORT_BULK_DOWNLOAD,37
ACKRESULT,NUM_REQUEST_TYPES,38
SYS_OFFON,OFF,0
SYS_OFFON,ON,1
ANTST2,NORMAL,0
ANTST2,ERROR1,1
ANTST2,ERROR2,2
ANTST2,ERROR3,3
RMCTRLREQ,DISARMED ,0
RMCTRLREQ,NORMAL,1
RMCTRLREQ,SERVICE ,2
RMCTRLREQ,NOT DEFINED,3
RMITLREQ,NO_LOCKOUT_PRESENT_AUTO_ALLOWED,0
RMITLREQ,TIME OUT,1
RMITLREQ,MACHINE SAFETY,2
RMITLREQ,NOT DEFINED,3
PWRPLUS,POWER+,0
PWRPLUS,POWER,1
PWRPLUS,STANDARD,2
PWRPLUS,ECO,3
MCHMAKER,HDI,0
MCHMAKER,HCE,1
GNSSST,NORMAL,0
GNSSST,NOT_FIXED,1
GNSSST,RELEASE_ON_GA,2
GNSSST,ERROR_EXCEEDED,3
GNSSST,GNSS_COMMUNICATION_ERROR,4
SWGST,STOP,0
SWGST,SWING,1
SWGST,ERROR,2
SWGST,NOT_AVAILABLE,3
MNSELFLV,OFF,0
MNSELFLV,MANUAL,1
MNSELFLV,SELF_LEVELING,2
STATE2,OFF,0
STATE2,STATE1,1
STATE2,STATE2,2
STARTERFAIL,OFF,0
STARTERFAIL,STARTER1_FAIL,1
STARTERFAIL,STARTER2_FAIL,2
REFRESH,OFF,0
REFRESH,REFRESH,1
LMPCOLORMD,USER_SETTING_COLOR,0
LMPCOLORMD,POWER_MODE_COLOR,1
RMST,MANUAL_MODE,0
RMST,REMOTE_MODE,1
RMST,NOT_DEFINED,2
RMMETHODST,REMOTE_CONTROL_STATION,0
RMMETHODST,REMOTE_CONTROL_APP,1
RMMETHODST,REMOTE_CONTROL_CONSOLE,2
RMMETHODST,ERROR,3
OBJSEQ,OBJECT1,0
OBJSEQ,OBJECT2,1
OBJSEQ,OBJECT3,2
OBJSEQ,OBJECT4,3
OBJSEQ,OBJECT5,4
OBJSEQ,OBJECT6,5
OBJSEQ,OBJECT7,6
OBJSEQ,OBJECT8,7
OBJSEQ,OBJECT9,8
OBJSEQ,OBJECT10,9
OTAIM,DOWNLOAD,0
OTAIM,DOWNLOAD_COMPLETE,1
OTAIM,DOWNLOAD_FAILURE,2
OTAIM,INSTALL,3
OTAIM,CONTROLLER_REBOOTING,4
OTAIM,MACHINE_REBOOTING,5
OTAIM,INSTALL_COMPLETE,6
OTAIM,INSTALL_FAILURE_RETRIAL,7
OTAIM,OTA_FAILURE,8
ECUMAKER2,ECU_MAKER_1,0
ECUMAKER2,WEICHAI_6M33,1
ECUMAKER2,BOSCH_DX22,2
DRVENGAGED,DRIVE_LINE_DISENGAGED,0
DRVENGAGED,DRIVE_LINE_ENGAGED,1
DRVENGAGED,ERROR,2
DRVENGAGED,NOT AVAILABLE,3
TRQCVT,TRQ_CVT_LOCKUP_DISENGAGED,0
TRQCVT,TRQ_CVT_LOCKUP_ENGAGED,1
PROCESS,NOT_IN_PROCESS,0
PROCESS,PROCESS,1
CONFIGMODE,OFF,0
CONFIGMODE,ON_ANOMALY,1
CONFIGMODE,ON_PERIODIC,2
OILSTATUS,NORMAL,0
OILSTATUS,WARNING,1
OILSTATUS,ABNORMAL,2
OILSTATUS,NOT_AVAILABLE,3
RGST,NORMAL,0
RGST,WARNING,2
VALID,RTC,0
VALID,GPS,1
VALID,CELL,2
VALID,False,3
SATTYPE,NONE,0
SATTYPE,IRIDIUM,1
NORERR,NORMAL,0
NORERR,ERROR,1
EVNT,ENGINE_ON,0
EVNT,HALF_HOUR,1
EVNT,ENGINE_OFF,2
EVNT,GET_REPORT,3
EVNT,STATUS_CHANGE,4
JOYPTN,ISO,0
JOYPTN,BHL,1
JOYPTN,MHI,2
JOYPTN,KOBE,3
JOYPTN,SCM,4
JOYPTN,CTL ISO,5
JOYPTN,CTL H,6
STICKSTRTYPE,JOYSTICK_LEVER,0
STICKSTRTYPE,THUMBWHEEL_STEERING,1
FNR,F,0
FNR,N,1
FNR,R,2
LOGEVNT,LOG_DELETED,0
LOGEVNT,LOG_STARTED,1
LOGEVNT,LOG_IN_PROGRESS,2
LOGEVNT,LOG_GENERATED,3
LOGEVNT,REQUESTED,4
CONFIGEVNT,REQUESTED,0
CONFIGEVNT,MODIFIED,1
CONFIGEVNT,DELETED,2
JOYOPTPDL,NOT_AVAILABLE,0
JOYOPTPDL,JOYSTICK,1
JOYOPTPDL,OPTION_PEDAL,2
JOYOPTPDL,JOYSTICK_OPTION_PEDAL,3
TRVLSWG,TRAVEL_SWING,0
TRVLSWG,TRAVEL,1
TRVLSWG,SWING,2
OPTRTTTYPE,NOT_AVAILABLE,0
OPTRTTTYPE,ENCON,1
OPTRTTTYPE,STEELWRIST,3
OPTRTTTYPE,ROTOTILT,4
NORRVS,NORMAL,0
NORRVS,REVERSE,1
WIPER,PARALLEL_WIPER,0
WIPER,BASIC_WIPER,1
WIPER,BASIC_WIPER_LOW_WIPER,2
MGMC,NONE,0
MGMC,2D_MACHINE_GUIDANCE,1
MGMC,3D_MACHINE_GUIDANCE,2
MGMC,2D_MACHINE_GUIDANCE_SMART_CTRL,3
MGMC,3D_MACHINE_GUIDANCE_SMART_CTRL,4
FANTYPE,HYDRAULIC_FAN,0
FANTYPE,FAN_CLUTCH,1
FANTYPE,DIRECT_FAN,2
JOYFUNCBTN,NOT_USED,0
JOYFUNCBTN,ONE_TOUCH_DECELERATION,1
JOYFUNCBTN,BREAKER_OR_POWER_UP,2
JOYFUNCBTN,TEMP_RESET_OF_INTEL_FLOAT_BOOM,3
JOYFUNCBTN,WIPER,4
JOYFUNCBTN,AUDIO_MUTE,5
JOYFUNCBTN,WEIGHT_MEASUREMENT_ON_OFF,11
JOYFUNCBTN,RE_MEASURE,12
JOYFUNCBTN,CANCEL_BUCKET,13
JOYFUNCBTN,LOAD_BUCKET,14
JOYFUNCBTN,SAVE_TRUCK,15
JOYFUNCBTN,RESET_TRUCK,16
JOYFUNCBTN,SMART_BREAKER_ON_OFF,41
JOYFUNCBTN,JOYSTICK_DRIVING_ON_OFF,43
AUTOBRKSS,VERY_HIGH,125
AUTOBRKSS,HIGH,126
AUTOBRKSS,SLIGHTLY_HIGH,127
AUTOBRKSS,MEDIUM,128
AUTOBRKSS,SLIGHTLY_LOW,129
AUTOBRKSS,LOW,130
AUTOBRKSS,VERY_LOW,131
RTTSPDRATIO,STRONGLY_PREFER_BOOM,4
RTTSPDRATIO,PREFER_BOOM,5
RTTSPDRATIO,SLIGHLTY_PREFER_BOOM,6
RTTSPDRATIO,EQUAL,7
RTTSPDRATIO,SLIGHTLY_PREFER_SWING,8
RTTSPDRATIO,PREFER_SWING,9
RTTSPDRATIO,STRONGLY_PREFER_SWING,10
JOYFUNCTHW,NOT_USED,0
JOYFUNCTHW,TR_TILT,1
JOYFUNCTHW,TR_ROTATE,2
JOYFUNCTHW,SHARE,10
JOYFUNCTHW,ROTATE,11
JOYFUNCTHW,DOZER,13
ALTEVNT,STATUS_CHANGE,0
ALTEVNT,GET_REPORT,1
ALTEVNT,FIRST_KEY_ON,2
ALTEVNT,FIRST_ENGINE_ON,3
EGOILGRD,SAE10W40,0
HYDOILGRD,VG32,0
HYDOILGRD,VG46,1
HYDOILGRD,VG68,2
EGDERATING,DERATING_CONTROL_OFF,0
EGDERATING,DERATING_CONTROL_ON,1
EGDERATING,ERROR,2
EGDERATING,NOT_AVAILABLE,3
TRACTIONCTRL,MAX,0
TRACTIONCTRL,CONTROL_MODE,1
TRACTIONCTRL,SLIP_MODE,2
