VSS,GROUP_NAME_ABB,NAME_DESC_KR,NAME_DESC,CONTROLLER,DID,BYTE_ORDER,LENGTH_BIT,SCALE,OFFSET,MIN,MAX,UNIT,START,VALUE_TYPE,VALUE_TABLE,MEMORY_ADDR
Mch.Diag.PmpCalTPrs.TrplPumpPrs3,PmpCalTPrs,PumpCal - TrplPumpPressure,TrplPumpPressure[3],MCU,0x616,Motorola,16,,,,,,48,int16,,
Mch.Diag.PmpCalTPrs.TrplPumpPrs4,PmpCalTPrs,PumpCal - TrplPumpPressure,TrplPumpPressure[4],MCU,0x616,Motorola,16,,,,,,64,int16,,
Mch.Diag.PmpCalTPrs.TrplPumpPrs5,PmpCalTPrs,PumpCal - TrplPumpPressure,TrplPumpPressure[5],MCU,0x616,Motorola,16,,,,,,80,int16,,
Mch.Diag.PmpCalTPrs.TrplPumpPrs6,PmpCalTPrs,PumpCal - TrplPumpPressure,TrplPumpPressure[6],MCU,0x616,Motorola,16,,,,,,96,int16,,
Mch.Diag.PmpCalTPrs.TrplPumpPrs7,PmpCalTPrs,PumpCal - TrplPumpPressure,TrplPumpPressure[7],MCU,0x616,Motorola,16,,,,,,112,int16,,
Mch.Diag.OprHr.TotOprTm,OprHr,총 가동 시간,Total Operating Time,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,0,uint32,,
Mch.Diag.OprHr.PwrPlusMd,OprHr,파워플러스 모드,Power Plus Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,32,uint32,,
Mch.Diag.OprHr.PwrMd,OprHr,파워 모드,Power Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,64,uint32,,
Mch.Diag.OprHr.StdMd,OprHr,표준 모드,Standard Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,96,uint32,,
Mch.Diag.OprHr.EcoMd,OprHr,이코노미 모드,Economy Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,128,uint32,,
Mch.Diag.OprHr.TrvlPwrMd,OprHr,주행 파워 모드(W),Travel Power Mode (W),MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,160,uint32,,
Mch.Diag.OprHr.TrvlStdMd,OprHr,주행 표준 모드(W),Travel Standard Mode (W),MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,192,uint32,,
Mch.Diag.OprHr.IdleMd,OprHr,아이들 모드,Idle Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,224,uint32,,
Mch.Diag.OprHr.LiftMd,OprHr,리프트 모드,Lift Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,256,uint32,,
Mch.Diag.OprHr.AutoIdleMd,OprHr,오토아이들 모드,Auto Idle Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,288,uint32,,
Mch.Diag.OprHr.BoostMd,OprHr,승압 모드,Boost Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,320,uint32,,
Mch.Diag.OprHr.BkrMd,OprHr,브레이커 모드,Breaker Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,352,uint32,,
Mch.Diag.OprHr.TwMd,OprHr,Two-Way 모드,Two-Way Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,384,uint32,,
Mch.Diag.OprHr.WrkMd,OprHr,작업 모드(W),Work Mode (W),MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,416,uint32,,
Mch.Diag.OprHr.TrvlMd,OprHr,주행 모드(W),Travel Mode (W),MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,448,uint32,,
Mch.Diag.OprHr.Trvl1SpdMd,OprHr,Travel 1 Speed Mode,Travel 1 Speed Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,480,uint32,,
Mch.Diag.OprHr.Trvl2SpdMd,OprHr,Travel 2 Speed Mode,Travel 2 Speed Mode,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,512,uint32,,
Mch.Diag.OprHr.EgSpdAbove2000,OprHr,2000 초과,Engine Speed Above 2000,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,544,uint32,,
Mch.Diag.OprHr.EgSpd19002000,OprHr,1900~2000,Engine Speed 1900~2000,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,576,uint32,,
Mch.Diag.OprHr.EgSpd18001900,OprHr,1800~1900,Engine Speed 1800~1900,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,608,uint32,,
Mch.Diag.OprHr.EgSpd17001800,OprHr,1700~1800,Engine Speed 1700~1800,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,640,uint32,,
Mch.Diag.OprHr.EgSpd16001700,OprHr,1600~1700,Engine Speed 1600~1700,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,672,uint32,,
Mch.Diag.OprHr.EgSpd15001600,OprHr,1500~1600,Engine Speed 1500~1600,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,704,uint32,,
Mch.Diag.OprHr.EgSpd14001500,OprHr,1400~1500,Engine Speed 1400~1500,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,736,uint32,,
Mch.Diag.OprHr.EgSpd13001400,OprHr,1300~1400,Engine Speed 1300~1400,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,768,uint32,,
Mch.Diag.OprHr.EgSpd12001300,OprHr,1200~1300,Engine Speed 1200~1300,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,800,uint32,,
Mch.Diag.OprHr.EgSpdBelow1200,OprHr,1200 이하,Engine Speed Below 1200,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,832,uint32,,
Mch.Diag.OprHr.HydOilTmpBelow50,OprHr,~50(122),Hydraulic Oil Temperature Below 50,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,864,uint32,,
Mch.Diag.OprHr.HydOilTmp5170,OprHr,51(123)~70(158),Hydraulic Oil Temperature 51~70,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,896,uint32,,
Mch.Diag.OprHr.HydOilTmp7180,OprHr,71(159)~80(176),Hydraulic Oil Temperature 71~80,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,928,uint32,,
Mch.Diag.OprHr.HydOilTmp8190,OprHr,81(177)~90(194),Hydraulic Oil Temperature 81~90,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,960,uint32,,
Mch.Diag.OprHr.HydOilTmp9195,OprHr,91(195)~95(203),Hydraulic Oil Temperature 91~95,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,992,uint32,,
Mch.Diag.OprHr.HydOilTmpAbove96,OprHr,96(204)~,Hydraulic Oil Temperature Above 96,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1024,uint32,,
Mch.Diag.OprHr.CoolOilTmpBelow80,OprHr,~ 80(176),Coolant Oil Temperature Below 80,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1056,uint32,,
Mch.Diag.OprHr.CoolOilTmp8190,OprHr,81(177)~90(194),Coolant Oil Temperature 81(177)~90,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1088,uint32,,
Mch.Diag.OprHr.CoolOilTmp9195,OprHr,91(195)~95(203),Coolant Oil Temperature 91(195)~95,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1120,uint32,,
Mch.Diag.OprHr.CoolOilTmp96100,OprHr,96(204)~100(212),Coolant Oil Temperature 96~100,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1152,uint32,,
Mch.Diag.OprHr.CoolOilTmp101106,OprHr,101(213)~105(221),Coolant Oil Temperature 101~106,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1184,uint32,,
Mch.Diag.OprHr.CoolOilTmpAbove106,OprHr,106(222)~,Coolant Oil Temperature Above 106,MCU,0x203,Motorola,32,1,0,0,4294967293,minutes,1216,uint32,,
Mch.Diag.OprHr.EgLoadBelow40,OprHr,~ 40,Engine Load ~40,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,0,uint32,,
Mch.Diag.OprHr.EgLoadBelow50,OprHr,~ 50,Engine Load ~50,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,32,uint32,,
Mch.Diag.OprHr.EgLoadBelow60,OprHr,~ 60,Engine Load ~60,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,64,uint32,,
Mch.Diag.OprHr.EgLoadBelow70,OprHr,~ 70,Engine Load ~70,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,96,uint32,,
Mch.Diag.OprHr.EgLoadBelow80,OprHr,~ 80,Engine Load ~80,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,128,uint32,,
Mch.Diag.OprHr.EgLoadBelow90,OprHr,~ 90,Engine Load ~90,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,160,uint32,,
Mch.Diag.OprHr.EgLoadBelow100,OprHr,~ 100,Engine Load ~100,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,192,uint32,,
Mch.Diag.OprHr.EgLoadAbove100,OprHr,100 Over,Engine Load Above 100,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,224,uint32,,
Mch.Diag.OprHr.EgTrqZone1,OprHr,Zone 1 (90%~/~1200rpm),Zone 1 (90%~~1200rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,256,uint32,,
Mch.Diag.OprHr.EgTrqZone2,OprHr,Zone 2 (90%~/1200~1400rpm),Zone 2 (90%~1200~1400rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,288,uint32,,
Mch.Diag.OprHr.EgTrqZone3,OprHr,Zone 3 (90%~/1400~1600rpm),Zone 3 (90%~1400~1600rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,320,uint32,,
Mch.Diag.OprHr.EgTrqZone4,OprHr,Zone 4 (90%~/1600~1800rpm),Zone 4 (90%~1600~1800rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,352,uint32,,
Mch.Diag.OprHr.EgTrqZone5,OprHr,Zone 5 (90%~/1800~rpm),Zone 5 (90%~1800~rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,384,uint32,,
Mch.Diag.OprHr.EgTrqZone6,OprHr,Zone 6 (70~90%~/~1200rpm),Zone 6 (70~90%~~1200rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,416,uint32,,
Mch.Diag.OprHr.EgTrqZone7,OprHr,Zone 7 (70~90%~/1200~1400rpm),Zone 7 (70~90%~1200~1400rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,448,uint32,,
Mch.Diag.OprHr.EgTrqZone8,OprHr,Zone 8 (70~90%~/1400~1600rpm),Zone 8 (70~90%~1400~1600rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,480,uint32,,
Mch.Diag.OprHr.EgTrqZone9,OprHr,Zone 9 (70~90%~/1600~1800rpm),Zone 9 (70~90%~1600~1800rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,512,uint32,,
Mch.Diag.OprHr.EgTrqZone10,OprHr,Zone 10 (70~90%~/1800~rpm),Zone 10 (70~90%~1800~rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,544,uint32,,
Mch.Diag.OprHr.EgTrqZone11,OprHr,Zone 11 (50~70%~/~1200rpm),Zone 11 (50~70%~~1200rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,576,uint32,,
Mch.Diag.OprHr.EgTrqZone12,OprHr,Zone 12 (50~70%~/1200~1400rpm),Zone 12 (50~70%~1200~1400rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,608,uint32,,
Mch.Diag.OprHr.EgTrqZone13,OprHr,Zone 13 (50~70%~/1400~1600rpm),Zone 13 (50~70%~1400~1600rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,640,uint32,,
Mch.Diag.OprHr.EgTrqZone14,OprHr,Zone 14 (50~70%~/1600~1800rpm),Zone 14 (50~70%~1600~1800rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,672,uint32,,
Mch.Diag.OprHr.EgTrqZone15,OprHr,Zone 15 (50~70%~/1800~rpm),Zone 15 (50~70%~1800~rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,704,uint32,,
Mch.Diag.OprHr.EgTrqZone16,OprHr,Zone 16 (30~50%~/~1200rpm),Zone 16 (30~50%~~1200rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,736,uint32,,
Mch.Diag.OprHr.EgTrqZone17,OprHr,Zone 17 (30~50%~/1200~1400rpm),Zone 17 (30~50%~1200~1400rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,768,uint32,,
Mch.Diag.OprHr.EgTrqZone18,OprHr,Zone 18 (30~50%~/1400~1600rpm),Zone 18 (30~50%~1400~1600rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,800,uint32,,
Mch.Diag.OprHr.EgTrqZone19,OprHr,Zone 19 (30~50%~/1600~1800rpm),Zone 19 (30~50%~1600~1800rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,832,uint32,,
Mch.Diag.OprHr.EgTrqZone20,OprHr,Zone 20 (30~50%~/1800~rpm),Zone 20 (30~50%~1800~rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,864,uint32,,
Mch.Diag.OprHr.EgTrqZone21,OprHr,Zone 21 (~30%~/~1200rpm),Zone 21 (~30%~~1200rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,896,uint32,,
Mch.Diag.OprHr.EgTrqZone22,OprHr,Zone 22 (~30%~/1200~1400rpm),Zone 22 (~30%~1200~1400rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,928,uint32,,
Mch.Diag.OprHr.EgTrqZone23,OprHr,Zone 23 (~30%~/1400~1600rpm),Zone 23 (~30%~1400~1600rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,960,uint32,,
Mch.Diag.OprHr.EgTrqZone24,OprHr,Zone 24 (~30%~/1600~1800rpm),Zone 24 (~30%~1600~1800rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,992,uint32,,
Mch.Diag.OprHr.EgTrqZone25,OprHr,Zone 25 (~30%~/1800~rpm),Zone 25 (~30%~1800~rpm),MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1024,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow50,OprHr,50bar Under,Front Pump Load Below 50,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1056,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow100,OprHr,~100bar,Front Pump Load ~100,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1088,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow150,OprHr,~150bar,Front Pump Load ~150,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1120,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow200,OprHr,~200bar,Front Pump Load ~200,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1152,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow250,OprHr,~250bar,Front Pump Load ~250,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1184,uint32,,
Mch.Diag.OprHr.FrPmpLoadBelow300,OprHr,~300bar,Front Pump Load ~300,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1216,uint32,,
Mch.Diag.OprHr.FrPmpLoadReliefPress,OprHr,~Relief Press.,Front Pump Load ~Relief Press,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1248,uint32,,
Mch.Diag.OprHr.FrPmpLoadReliefOver,OprHr,Relief Over,Front Pump Load Relief Over,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1280,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow50,OprHr,50bar Under,Rear Pump Load Below 50,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1312,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow100,OprHr,~100bar,Rear Pump Load ~100,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1344,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow150,OprHr,~150bar,Rear Pump Load ~150,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1376,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow200,OprHr,~200bar,Rear Pump Load ~200,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1408,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow250,OprHr,~250bar,Rear Pump Load ~250,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1440,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelow300,OprHr,~300bar,Rear Pump Load ~300,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1472,uint32,,
Mch.Diag.OprHr.RrPmpLoadReliefPress,OprHr,~Relief Press.,Rear Pump Load ~Relief Press,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1504,uint32,,
Mch.Diag.OprHr.RrPmpLoadBelowReliefOver,OprHr,Relief Over,Rear Pump Load Below Relief Over,MCU,0x204,Motorola,32,1,0,0,4294967293,minutes,1536,uint32,,
Mch.Diag.OprHrPmn.TotOprTm,OprHrPmn,총 가동 시간,Total Operating Time,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,0,uint32,,
Mch.Diag.OprHrPmn.PwrPlusMd,OprHrPmn,파워플러스 모드,Power Plus Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,32,uint32,,
Mch.Diag.OprHrPmn.PwrMd,OprHrPmn,파워 모드,Power Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,64,uint32,,
Mch.Diag.OprHrPmn.StdMd,OprHrPmn,표준 모드,Standard Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,96,uint32,,
Mch.Diag.OprHrPmn.EcoMd,OprHrPmn,이코노미 모드,Economy Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,128,uint32,,
Mch.Diag.OprHrPmn.TrvlPwrMd,OprHrPmn,주행 파워 모드(W),Travel Power Mode (W),MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,160,uint32,,
Mch.Diag.OprHrPmn.TrvlStdMd,OprHrPmn,주행 표준 모드(W),Travel Standard Mode (W),MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,192,uint32,,
Mch.Diag.OprHrPmn.IdleMd,OprHrPmn,아이들 모드,Idle Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,224,uint32,,
Mch.Diag.OprHrPmn.LiftMd,OprHrPmn,리프트 모드,Lift Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,256,uint32,,
Mch.Diag.OprHrPmn.AutoIdleMd,OprHrPmn,오토아이들 모드,Auto Idle Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,288,uint32,,
Mch.Diag.OprHrPmn.BoostMd,OprHrPmn,승압 모드,Boost Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,320,uint32,,
Mch.Diag.OprHrPmn.BkrMd,OprHrPmn,브레이커 모드,Breaker Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,352,uint32,,
Mch.Diag.OprHrPmn.TwMd,OprHrPmn,Two-Way 모드,Two-Way Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,384,uint32,,
Mch.Diag.OprHrPmn.WrkMd,OprHrPmn,작업 모드(W),Work Mode (W),MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,416,uint32,,
Mch.Diag.OprHrPmn.TrvlMd,OprHrPmn,주행 모드(W),Travel Mode (W),MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,448,uint32,,
Mch.Diag.OprHrPmn.Trvl1SpdMd,OprHrPmn,Travel 1 Speed Mode,Travel 1 Speed Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,480,uint32,,
Mch.Diag.OprHrPmn.Trvl2SpdMd,OprHrPmn,Travel 2 Speed Mode,Travel 2 Speed Mode,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,512,uint32,,
Mch.Diag.OprHrPmn.EgSpdAbove2000,OprHrPmn,2000 초과,Engine Speed Above 2000,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,544,uint32,,
Mch.Diag.OprHrPmn.EgSpd19002000,OprHrPmn,1900~2000,Engine Speed 1900~2000,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,576,uint32,,
Mch.Diag.OprHrPmn.EgSpd18001900,OprHrPmn,1800~1900,Engine Speed 1800~1900,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,608,uint32,,
Mch.Diag.OprHrPmn.EgSpd17001800,OprHrPmn,1700~1800,Engine Speed 1700~1800,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,640,uint32,,
Mch.Diag.OprHrPmn.EgSpd16001700,OprHrPmn,1600~1700,Engine Speed 1600~1700,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,672,uint32,,
Mch.Diag.OprHrPmn.EgSpd15001600,OprHrPmn,1500~1600,Engine Speed 1500~1600,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,704,uint32,,
Mch.Diag.OprHrPmn.EgSpd14001500,OprHrPmn,1400~1500,Engine Speed 1400~1500,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,736,uint32,,
Mch.Diag.OprHrPmn.EgSpd13001400,OprHrPmn,1300~1400,Engine Speed 1300~1400,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,768,uint32,,
Mch.Diag.OprHrPmn.EgSpd12001300,OprHrPmn,1200~1300,Engine Speed 1200~1300,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,800,uint32,,
Mch.Diag.OprHrPmn.EgSpdBelow1200,OprHrPmn,1200 이하,Engine Speed Below 1200,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,832,uint32,,
Mch.Diag.OprHrPmn.HydOilTmpBelow50,OprHrPmn,~50(122),Hydraulic Oil Temperature Below 50,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,864,uint32,,
Mch.Diag.OprHrPmn.HydOilTmp5170,OprHrPmn,51(123)~70(158),Hydraulic Oil Temperature 51~70,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,896,uint32,,
Mch.Diag.OprHrPmn.HydOilTmp7180,OprHrPmn,71(159)~80(176),Hydraulic Oil Temperature 71~80,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,928,uint32,,
Mch.Diag.OprHrPmn.HydOilTmp8190,OprHrPmn,81(177)~90(194),Hydraulic Oil Temperature 81~90,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,960,uint32,,
Mch.Diag.OprHrPmn.HydOilTmp9195,OprHrPmn,91(195)~95(203),Hydraulic Oil Temperature 91~95,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,992,uint32,,
Mch.Diag.OprHrPmn.HydOilTmpAbove96,OprHrPmn,96(204)~,Hydraulic Oil Temperature Above 96,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1024,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmpBelow80,OprHrPmn,~ 80(176),Coolant Oil Temperature Below 80,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1056,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmp8190,OprHrPmn,81(177)~90(194),Coolant Oil Temperature 81(177)~90,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1088,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmp9195,OprHrPmn,91(195)~95(203),Coolant Oil Temperature 91(195)~95,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1120,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmp96100,OprHrPmn,96(204)~100(212),Coolant Oil Temperature 96~100,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1152,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmp101106,OprHrPmn,101(213)~105(221),Coolant Oil Temperature 101~106,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1184,uint32,,
Mch.Diag.OprHrPmn.CoolOilTmpAbove106,OprHrPmn,106(222)~,Coolant Oil Temperature Above 106,MCU,0x205,Motorola,32,1,0,0,4294967293,minutes,1216,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow40,OprHrPmn,~ 40,~ 40,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,0,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow50,OprHrPmn,~ 50,~ 50,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,32,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow60,OprHrPmn,~ 60,~ 60,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,64,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow70,OprHrPmn,~ 70,~ 70,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,96,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow80,OprHrPmn,~ 80,~ 80,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,128,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow90,OprHrPmn,~ 90,~ 90,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,160,uint32,,
Mch.Diag.OprHrPmn.EgLoadBelow100,OprHrPmn,~ 100,~ 100,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,192,uint32,,
Mch.Diag.OprHrPmn.EgLoadAbove100,OprHrPmn,100 Over,100 Over,MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,224,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone1,OprHrPmn,Zone 1 (90%~/~1200rpm),Zone 1 (90%~/~1200rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,256,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone2,OprHrPmn,Zone 2 (90%~/1200~1400rpm),Zone 2 (90%~/1200~1400rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,288,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone3,OprHrPmn,Zone 3 (90%~/1400~1600rpm),Zone 3 (90%~/1400~1600rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,320,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone4,OprHrPmn,Zone 4 (90%~/1600~1800rpm),Zone 4 (90%~/1600~1800rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,352,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone5,OprHrPmn,Zone 5 (90%~/1800~rpm),Zone 5 (90%~/1800~rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,384,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone6,OprHrPmn,Zone 6 (70~90%~/~1200rpm),Zone 6 (70~90%~/~1200rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,416,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone7,OprHrPmn,Zone 7 (70~90%~/1200~1400rpm),Zone 7 (70~90%~/1200~1400rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,448,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone8,OprHrPmn,Zone 8 (70~90%~/1400~1600rpm),Zone 8 (70~90%~/1400~1600rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,480,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone9,OprHrPmn,Zone 9 (70~90%~/1600~1800rpm),Zone 9 (70~90%~/1600~1800rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,512,uint32,,
Mch.Diag.OprHrPmn.EgTrqZone10,OprHrPmn,Zone 10 (70~90%~/1800~rpm),Zone 10 (70~90%~/1800~rpm),MCU,0x206,Motorola,32,1,0,0,4294967293,minutes,544,uint32,,
