VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.MCU.LDSI.RvsFanAutoSw,sensor,"Reverse Fan ""Auto"" Switch",uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.RvsFanManualSw,sensor,"Reverse Fan ""Manual"" Switch",uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.RttBeaconSw,sensor,Rotating Beacon Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.QckCplDisengageSw,sensor,Quick Coupler Disengage Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.AxleDhlCtrlSw,sensor,Axle DHL Control 스위치,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RvsFanSV,sensor,ReverseFAN Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.BrkChgSv,sensor,BrakeCharge Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.UnloadSv,sensor,Unloading Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.AxleOilCoolSv,sensor,AxleOilCooler Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.EscortWrkLmpRly,sensor,EscortWorkingLampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.PrkBrkRlsSv,sensor,ParkingBrakeRelease Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.EgStpRly,sensor,EningeStopRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.QckCouplerRly,sensor,QuickCouplerRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.StartRly,sensor,StarterRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HydCutOffSv,sensor,HYDRAULICCUTOFFS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HstCutOffSv,sensor,HSTCUTOFFS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.BoomMagnet,sensor,BoomMagnet,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.BckMagnet,sensor,BucketMagnet,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HstCutOffLhSv,sensor,HSTCutoffLH Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HstCutOffRhSv,sensor,HSTCutoffRH Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.LisActRly,sensor,LISACTIVERelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.PilotBzRly,sensor,PilotBuzzerRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.ElecStrSaftyRly,sensor,ElecSteerSafetyRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWrkLmpRly,sensor,FrontworkinglampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWrkRadLmpRly,sensor,RearworkinglampRelay(Radiator),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWrkCabLmpRly,sensor,RearworkinglampRelay(Cabin),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWiperRly,sensor,RearwiperRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWasherRly,sensor,RearWasherRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.EmgStrTestRly,sensor,EMERGENCYSTEERINGTESTRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.GlowPlugRly,sensor,GlowPlugRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.GlowPlugFuelRly,sensor,GlowPlugFuelRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HuelHtRly,sensor,FuelHeaterRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.MrrHtRly,sensor,MirrorHeaterRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.BackUpBzRly,sensor,BackUpBuzzerRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.AutoShutOffRly,sensor,AUTOSHUTOFFRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWinHtRly,sensor,RearWindowHeatingRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.AccRly,sensor,ACCRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HormRly,sensor,HORNRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.TurnSigLhRly,sensor,TURNSIGNALLHRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.TurnSigRhRly,sensor,TURNSIGNALRHRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RttBeaconRly,sensor,RotatingBeaconRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.IllmLmpRly,sensor,IlluminationLampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HhBeamRly,sensor,HighBeamRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.LwBeamRly,sensor,LowBeamRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWiperHhSpdRly,sensor,FrontWiperHighSpeedRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWiperLwSigRly,sensor,FrontWiperLowSpeedRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWhaserRly,sensor,FrontWasherRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.SideWiperRly,sensor,SideWiperRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.EgRunOutSig,sensor,Enginerunningoutputsignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.UreaSuperChgWrnSig,sensor,UREASUPERCHARGINGWARNINGSIGNAL,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.SideWasherRly,sensor,SideWasherRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWiperRly,sensor,FrontWiperRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.PilotCutOffSv,sensor,PilotCutOff Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.AuxShutOffSv,sensor,AuxShutOff Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux3,sensor,Aux3Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux4,sensor,Aux4Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux5,sensor,Aux5Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux6,sensor,Aux6Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux7,sensor,Aux7Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Aux8,sensor,Aux8Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RideCtrlCutOffSv,sensor,Ride Control Cut Off  Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.HeadLmpRly,sensor,Head Lamp Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrCabLmpRly,sensor,Front Cabin Lamp Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrCabLmpRly,sensor,Rear Cabin Lamp Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.EfanOutSig,sensor,E-Fan Output Signal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.FrWrkLmp,sensor,Front Working Lamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.RrWrkLmp,sensor,Rear Working Lamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.Beacon,sensor,Beacon,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.GreenBeacon,sensor,Green Beacon,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDAI.DhlSol,sensor,DHL Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.CETI.EmsCtrl,sensor,EmissionControl,uint8,,,,EMSCTRL,"['TIER2', 'TIER3', 'TIER4I', 'TIER4F', 'STAGEV', 'NR4', 'NOT_AVAILABLE']",,J1939,8SMj,
Mch.MCU.CETI.MchGen,sensor,MachineGeneration,uint8,,,,MCHGEN,"['DX', 'U', 'V', 'C', 'B', 'W', 'JD', 'AGK', 'DL', 'H', 'K', 'S', 'SD', 'G', 'D']",,J1939,lnFE,
Mch.MCU.CETI.MchClass,sensor,MachineClassification,float16,,0.0,6502.3,,,,J1939,xYOL,
Mch.MCU.CETI.MchType,sensor,MachineType,uint8,,,,MCHTYPE,"['CRAWLER', 'LONG_CRAWLER', 'LOGLOADER', 'REDUCED_TAIL', 'ZERO_TAIL', 'MOUNTAIN', 'WHEEL', 'LOADER', 'DOZER', 'MATERIAL_HANDLER', 'MATERIAL_HANDLER_WHEEL', 'DRILL_RIG', 'COMPACT_TRACK_LOADER', 'ROAD_BUILDER', 'ADT']",,J1939,J_TW,
Mch.MCU.CETI.ModelYearVer,sensor,ModelYearVersion,uint8,,0.0,15.0,,,,J1939,CUY1,
Mch.MCU.CETI.EgMaker,sensor,Enginemaker,uint8,,,,EGMAKER,"['NONE', 'DEVELON', 'SCANIA', 'CUMMINS', 'PERKINS', 'ISUZU', 'YANMAR', 'DAEDONG', 'KUBOTA', 'WEICHAI']",,J1939,9lkb,
Mch.MCU.CETI.EcuMaker,sensor,ECUmaker,uint8,,,,ECUMAKER,"['NONE', 'BOSCH_DL06_DL08', 'SCANIA', 'CUMMINS', 'PERKINS_2506J', 'ISUZU', 'BOSCH_G2', 'HITACHI', 'PERKINS_1204J', 'WOODWARD', 'BOSCH_EDC7', 'WEIFU', 'PERKINS_2506J_UNIFIED', 'BOSCH_DX05_DX08', 'KUBOTA', 'ECU_MAKER_2']",,J1939,k9oN,
Mch.MCU.CETI.PmpType,sensor,PumpType,uint8,,,,PMPTYPE,"['NEGACON', 'POSICON', 'OPEN_CENTER', 'VBO', 'LS']",,J1939,ZdAW,
Mch.MCU.CETI.PmpCtrlType,sensor,PumpControlType,uint8,,,,MECHELEC,"['MECHANIC', 'ELECTRIC']",,J1939,MOn0,
Mch.MCU.CETI.McvType,sensor,MCVType,uint8,,,,MECHELEC,"['MECHANIC', 'ELECTRIC']",,J1939,WCK2,
Mch.MCU.CETI.McvCtrlType,sensor,MCVControlType,uint8,,,,MCVCTRLTYPE,"['MECHANIC', 'VBO', 'FEH']",,J1939,qmYy,
Mch.MCU.CETI.JoyType,sensor,JoystickType,uint8,,,,HYDELEC,"['HYDRAULIC', 'ELECTRIC', 'ELECTRONIC']",,J1939,UvQ8,
Mch.MCU.CETI.TcuType,sensor,TCUType,uint8,,,,TCUTYPE,"['HDT', 'HST', 'CVT', 'HDT_LEVEL1']",,J1939,T9jk,
Mch.MCU.CETI.SalesRegion,sensor,SalesRegion,uint8,,,,REGION,"['KOREA', 'CHINA', 'ADVANCED', 'EMERGING', 'US']",,J1939,vQa0,
Mch.MCU.CETI.MchMaker,sensor,Machine Maker,uint8,,,,MCHMAKER,"['HDI', 'HCE']",,J1939,ZFxy,
Mch.MCU.CETI.EcuMaker2,sensor,ECU maker 2,uint8,,,,ECUMAKER2,"['ECU_MAKER_1', 'WEICHAI_6M33', 'BOSCH_DX22']",,J1939,vtox,
Mch.MCU.ASDI.SelAttOw,sensor,SelectedAttachmentOneway,uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.SelAttTw,sensor,SelectedAttachmentTwoway,uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.MinSpd,sensor,MinSpeed,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MaxSpd,sensor,MaxSpeed,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MinPrsOw,sensor,MinPressOne,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MaxPrsOw,sensor,MaxPressOne,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MinPrsTw,sensor,MinPressTwo,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MaxPrsTw,sensor,MaxPressTwo,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MinFlow,sensor,MinFlow,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.MaxFlow,sensor,MaxFlow,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.Ow0SelAttType,sensor,OneWay0;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow0SelAttNo,sensor,OneWay0;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Ow0TwoPmpOpt,sensor,OneWay0;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow0BrkrBtnType,sensor,OneWay0;BreakerButtonType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Ow1SelAttType,sensor,OneWay1;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow1SelAttNo,sensor,OneWay1;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Ow1TwoPmpOpt,sensor,OneWay1;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow1BrkrBtnType,sensor,OneWay1;BreakerButtonType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Ow2SelAttType,sensor,OneWay2;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow2SelAttNo,sensor,OneWay2;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Ow2TwoPmpOpt,sensor,OneWay2;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow2BrkrBtnType,sensor,OneWay2;BreakerButtonType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Ow3SelAttType,sensor,OneWay3;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow3SelAttNo,sensor,OneWay3;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Ow3TwoPmpOpt,sensor,OneWay3;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow3BrkrBtnType,sensor,OneWay3;BreakerButtonType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.OwCurStep,sensor,OneWayCurrentStep,uint8,,0.0,15.0,,,,J1939,,
Mch.MCU.ASDI.Ow4SelAttType,sensor,OneWay4;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow4SelAttNo,sensor,OneWay4;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Ow4TwoPmpOpt,sensor,OneWay4;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Ow4BrkrBtnType,sensor,OneWay4;BreakerButtonType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.TwCurStep,sensor,TwoWayCurrentStep,uint8,,0.0,15.0,,,,J1939,,
Mch.MCU.ASDI.RttCurStep,sensor,RotatingCurrentStep,uint8,,0.0,15.0,,,,J1939,,
Mch.MCU.ASDI.OwRpm0,sensor,OneWayRpm0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwRpm1,sensor,OneWayRpm1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwRpm2,sensor,OneWayRpm2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwRpm3,sensor,OneWayRpm3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwRpm4,sensor,OneWayRpm4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwPrs0,sensor,OneWayPress0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwPrs1,sensor,OneWayPress1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwPrs2,sensor,OneWayPress2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwPrs3,sensor,OneWayPress3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwPrs4,sensor,OneWayPress4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowPmp0,sensor,OneWayMaxFlow(Pump)0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowPmp1,sensor,OneWayMaxFlow(Pump)1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowPmp2,sensor,OneWayMaxFlow(Pump)2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowPmp3,sensor,OneWayMaxFlow(Pump)3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowPmp4,sensor,OneWayMaxFlow(Pump)4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowAtt0,sensor,OneWayMaxFlow(ATT)0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowAtt1,sensor,OneWayMaxFlow(ATT)1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowAtt2,sensor,OneWayMaxFlow(ATT)2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowAtt3,sensor,OneWayMaxFlow(ATT)3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMaxFlowAtt4,sensor,OneWayMaxFlow(ATT)4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMinFlowAtt0,sensor,OneWayMinFlow(ATT)0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMinFlowAtt1,sensor,OneWayMinFlow(ATT)1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMinFlowAtt2,sensor,OneWayMinFlow(ATT)2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMinFlowAtt3,sensor,OneWayMinFlow(ATT)3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwMinFlowAtt4,sensor,OneWayMinFlow(ATT)4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwSetFlow0,sensor,OneWaySetFlow0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwSetFlow1,sensor,OneWaySetFlow1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwSetFlow2,sensor,OneWaySetFlow2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwSetFlow3,sensor,OneWaySetFlow3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwSetFlow4,sensor,OneWaySetFlow4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwUseFlow0,sensor,OneWayUseFlow0,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwUseFlow1,sensor,OneWayUseFlow1,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwUseFlow2,sensor,OneWayUseFlow2,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwUseFlow3,sensor,OneWayUseFlow3,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.OwUseFlow4,sensor,OneWayUseFlow4,uint16,,0.0,65535.0,,,,J1939,,
Mch.MCU.ASDI.Tw0SelAttType,sensor,TWoWay0;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw0SelAttNo,sensor,TWoWay0;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Tw0TwoPmpOpt,sensor,TWoWay0;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw0BrkrBtnType,sensor,TWoWay0;ThumbWheelType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Tw1SelAttType,sensor,TWoWay1;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw1SelAttNo,sensor,TWoWay1;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Tw1TwoPmpOpt,sensor,TWoWay1;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw1BrkrBtnType,sensor,TWoWay1;ThumbWheelType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Tw2SelAttType,sensor,TWoWay2;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw2SelAttNo,sensor,TWoWay2;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Tw2TwoPmpOpt,sensor,TWoWay2;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw2BrkrBtnType,sensor,TWoWay2;ThumbWheelType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Tw3SelAttType,sensor,TWoWay3;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw3SelAttNo,sensor,TWoWay3;SelectedATTNumber(1~5),uint8,,0.0,7.0,,,,J1939,,
Mch.MCU.ASDI.Tw3TwoPmpOpt,sensor,TWoWay3;2PumpOption,uint8,,0.0,1.0,,,,J1939,,
Mch.MCU.ASDI.Tw3BrkrBtnType,sensor,TWoWay3;ThumbWheelType,uint8,,,,BTN,"['PUSH', 'TOGGLE', 'PROPOTIONOT_AVAILABLEL', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.ASDI.Tw4SelAttType,sensor,TWoWay4;SelectedATTType(OnewayorTwoway),uint8,,0.0,1.0,,,,J1939,,
